workerid,proliferate.condition,Condition_Item,chance,error
191,Default Condition,19_4,99,
191,Default Condition,4_4,92,
191,Default Condition,23_4,84,
191,Default Condition,12_4,75,
191,Default Condition,6_4,16,
191,Default Condition,41_filler,100,
191,Default Condition,43_filler,100,
191,Default Condition,13_4,7,
191,Default Condition,2_4,67,
191,Default Condition,15_4,89,
191,Default Condition,52_filler,100,
189,Default Condition,29_2,0,
189,Default Condition,42_filler,0,
189,Default Condition,30_2,0,
189,Default Condition,38_filler,100,
189,Default Condition,15_2,0,
189,Default Condition,33_filler,0,
189,Default Condition,1_2,0,
189,Default Condition,23_2,0,
189,Default Condition,47_filler,100,
189,Default Condition,9_2,99,
189,Default Condition,53_filler,100,
189,Default Condition,10_2,0,
189,Default Condition,48_filler,100,
189,Default Condition,6_2,100,
189,Default Condition,19_2,100,
189,Default Condition,16_2,0,
189,Default Condition,37_filler,100,
189,Default Condition,12_2,0,
189,Default Condition,21_2,0,
189,Default Condition,13_2,0,
189,Default Condition,49_filler,0,
189,Default Condition,41_filler,0,
189,Default Condition,24_2,0,
189,Default Condition,31_2,0,
189,Default Condition,50_filler,0,
189,Default Condition,5_2,0,
189,Default Condition,14_2,100,
189,Default Condition,52_filler,0,
189,Default Condition,3_2,29,
189,Default Condition,34_filler,0,
189,Default Condition,2_2,31,
189,Default Condition,51_filler,0,
189,Default Condition,43_filler,2,
189,Default Condition,18_2,0,
189,Default Condition,17_2,18,
189,Default Condition,27_2,4,
189,Default Condition,20_2,20,
189,Default Condition,32_2,29,
189,Default Condition,40_filler,100,
189,Default Condition,26_2,13,
189,Default Condition,54_filler,99,
189,Default Condition,46_filler,100,
189,Default Condition,7_2,0,
189,Default Condition,39_filler,100,
189,Default Condition,11_2,2,
189,Default Condition,28_2,7,
189,Default Condition,22_2,12,
189,Default Condition,25_2,14,
189,Default Condition,4_2,16,
189,Default Condition,8_2,16,
179,Default Condition,15_1,0,
179,Default Condition,31_1,0,
179,Default Condition,32_1,3,
179,Default Condition,16_1,6,
179,Default Condition,30_1,7,
179,Default Condition,33_filler,0,
179,Default Condition,2_1,11,
179,Default Condition,54_filler,100,
179,Default Condition,9_1,66,
179,Default Condition,12_1,9,
179,Default Condition,43_filler,0,
179,Default Condition,20_1,30,
179,Default Condition,4_1,5,
179,Default Condition,23_1,29,
179,Default Condition,37_filler,100,
179,Default Condition,14_1,85,
179,Default Condition,8_1,59,
179,Default Condition,22_1,70,
179,Default Condition,5_1,49,
179,Default Condition,21_1,10,
179,Default Condition,27_1,87,
179,Default Condition,40_filler,100,
179,Default Condition,29_1,20,
179,Default Condition,42_filler,0,
179,Default Condition,51_filler,0,
179,Default Condition,28_1,71,
179,Default Condition,24_1,10,
179,Default Condition,18_1,72,
179,Default Condition,17_1,73,
179,Default Condition,46_filler,100,
179,Default Condition,19_1,76,
179,Default Condition,34_filler,0,
179,Default Condition,11_1,22,
179,Default Condition,53_filler,100,
179,Default Condition,26_1,25,
179,Default Condition,41_filler,0,
179,Default Condition,25_1,77,
179,Default Condition,7_1,23,
179,Default Condition,13_1,19,
179,Default Condition,10_1,79,
179,Default Condition,52_filler,0,
179,Default Condition,1_1,29,
179,Default Condition,6_1,12,
179,Default Condition,48_filler,100,
179,Default Condition,38_filler,100,
179,Default Condition,39_filler,100,
179,Default Condition,49_filler,0,
179,Default Condition,47_filler,100,
179,Default Condition,50_filler,0,
179,Default Condition,3_1,11,
151,Default Condition,51_filler,0,
151,Default Condition,50_filler,0,
151,Default Condition,19_2,91,
151,Default Condition,6_2,75,
151,Default Condition,21_2,3,
151,Default Condition,13_2,14,
151,Default Condition,41_filler,0,
151,Default Condition,32_2,80,
151,Default Condition,28_2,100,
151,Default Condition,20_2,22,
151,Default Condition,22_2,8,
151,Default Condition,46_filler,100,
151,Default Condition,40_filler,100,
151,Default Condition,52_filler,0,
151,Default Condition,16_2,79,
151,Default Condition,26_2,12,
151,Default Condition,33_filler,0,
151,Default Condition,43_filler,0,
151,Default Condition,37_filler,100,
151,Default Condition,8_2,47,
151,Default Condition,2_2,30,
151,Default Condition,17_2,32,
151,Default Condition,18_2,26,
151,Default Condition,47_filler,100,
151,Default Condition,27_2,80,
151,Default Condition,29_2,14,
151,Default Condition,42_filler,0,
151,Default Condition,34_filler,0,
151,Default Condition,15_2,26,
151,Default Condition,24_2,12,
151,Default Condition,5_2,17,
151,Default Condition,12_2,16,
151,Default Condition,7_2,7,
151,Default Condition,31_2,61,
151,Default Condition,9_2,74,
151,Default Condition,39_filler,100,
151,Default Condition,1_2,25,
151,Default Condition,38_filler,100,
151,Default Condition,54_filler,100,
151,Default Condition,53_filler,100,
151,Default Condition,14_2,67,
151,Default Condition,30_2,16,
151,Default Condition,48_filler,100,
151,Default Condition,3_2,81,
151,Default Condition,23_2,12,
151,Default Condition,25_2,11,
151,Default Condition,11_2,13,
151,Default Condition,10_2,80,
151,Default Condition,4_2,21,
151,Default Condition,49_filler,0,
135,Default Condition,40_filler,100,
135,Default Condition,24_3,0,
135,Default Condition,1_3,0,
135,Default Condition,14_3,0,
135,Default Condition,4_3,0,
135,Default Condition,7_3,0,
135,Default Condition,8_3,0,
135,Default Condition,25_3,0,
135,Default Condition,54_filler,100,
135,Default Condition,9_3,0,
135,Default Condition,22_3,0,
135,Default Condition,38_filler,100,
135,Default Condition,19_3,29,
135,Default Condition,20_3,0,
135,Default Condition,31_3,0,
135,Default Condition,21_3,25,
135,Default Condition,13_3,0,
135,Default Condition,51_filler,0,
135,Default Condition,34_filler,0,
135,Default Condition,39_filler,100,
135,Default Condition,23_3,0,
135,Default Condition,43_filler,0,
135,Default Condition,15_3,0,
135,Default Condition,27_3,0,
135,Default Condition,18_3,0,
135,Default Condition,30_3,47,
135,Default Condition,47_filler,100,
135,Default Condition,50_filler,0,
135,Default Condition,17_3,0,
135,Default Condition,48_filler,100,
135,Default Condition,53_filler,100,
135,Default Condition,37_filler,100,
135,Default Condition,11_3,0,
135,Default Condition,29_3,0,
135,Default Condition,26_3,0,
135,Default Condition,49_filler,0,
135,Default Condition,42_filler,0,
135,Default Condition,52_filler,0,
135,Default Condition,5_3,0,
135,Default Condition,16_3,0,
135,Default Condition,33_filler,0,
135,Default Condition,3_3,50,
135,Default Condition,41_filler,0,
135,Default Condition,46_filler,100,
135,Default Condition,6_3,49,
135,Default Condition,10_3,0,
135,Default Condition,12_3,50,
135,Default Condition,32_3,49,
135,Default Condition,28_3,49,
135,Default Condition,2_3,67,
137,Default Condition,32_2,48,
137,Default Condition,12_2,0,
137,Default Condition,16_2,0,
137,Default Condition,33_filler,0,
137,Default Condition,42_filler,0,
137,Default Condition,18_2,0,
137,Default Condition,6_2,49,
137,Default Condition,41_filler,0,
137,Default Condition,21_2,1,
137,Default Condition,5_2,0,
137,Default Condition,25_2,0,
137,Default Condition,46_filler,100,
137,Default Condition,9_2,49,
137,Default Condition,19_2,48,
137,Default Condition,38_filler,100,
137,Default Condition,50_filler,0,
137,Default Condition,27_2,46,
137,Default Condition,49_filler,0,
137,Default Condition,39_filler,100,
137,Default Condition,47_filler,100,
137,Default Condition,31_2,0,
137,Default Condition,26_2,0,
137,Default Condition,37_filler,100,
137,Default Condition,28_2,0,
137,Default Condition,43_filler,0,
137,Default Condition,10_2,0,
137,Default Condition,11_2,0,
137,Default Condition,15_2,0,
137,Default Condition,20_2,0,
137,Default Condition,2_2,45,
137,Default Condition,53_filler,100,
137,Default Condition,40_filler,100,
137,Default Condition,8_2,0,
137,Default Condition,1_2,0,
137,Default Condition,29_2,0,
137,Default Condition,52_filler,0,
137,Default Condition,4_2,45,
137,Default Condition,3_2,47,
137,Default Condition,17_2,0,
137,Default Condition,24_2,0,
137,Default Condition,34_filler,0,
137,Default Condition,13_2,0,
137,Default Condition,23_2,47,
137,Default Condition,22_2,0,
137,Default Condition,14_2,44,
137,Default Condition,54_filler,100,
137,Default Condition,30_2,44,
137,Default Condition,7_2,0,
137,Default Condition,51_filler,0,
137,Default Condition,48_filler,100,
195,Default Condition,48_filler,100,
195,Default Condition,30_2,83,
195,Default Condition,39_filler,100,
195,Default Condition,34_filler,0,
195,Default Condition,50_filler,0,
195,Default Condition,54_filler,100,
195,Default Condition,15_2,71,
195,Default Condition,5_2,83,
195,Default Condition,24_2,12,
195,Default Condition,46_filler,100,
195,Default Condition,4_2,17,
195,Default Condition,52_filler,0,
195,Default Condition,37_filler,100,
195,Default Condition,31_2,0,
195,Default Condition,10_2,90,
195,Default Condition,32_2,100,
195,Default Condition,2_2,50,
195,Default Condition,51_filler,0,
195,Default Condition,25_2,0,
195,Default Condition,42_filler,0,
195,Default Condition,38_filler,100,
195,Default Condition,9_2,50,
195,Default Condition,53_filler,100,
195,Default Condition,28_2,91,
195,Default Condition,17_2,73,
195,Default Condition,7_2,88,
195,Default Condition,49_filler,0,
195,Default Condition,18_2,50,
195,Default Condition,41_filler,0,
195,Default Condition,43_filler,0,
195,Default Condition,3_2,30,
195,Default Condition,16_2,100,
195,Default Condition,19_2,100,
195,Default Condition,21_2,86,
195,Default Condition,23_2,39,
195,Default Condition,20_2,89,
195,Default Condition,26_2,50,
195,Default Condition,13_2,93,
195,Default Condition,47_filler,100,
195,Default Condition,11_2,1,
195,Default Condition,12_2,80,
195,Default Condition,1_2,0,
195,Default Condition,22_2,17,
195,Default Condition,8_2,96,
195,Default Condition,40_filler,100,
195,Default Condition,6_2,100,
195,Default Condition,27_2,99,
195,Default Condition,29_2,25,
195,Default Condition,14_2,100,
195,Default Condition,33_filler,0,
154,Default Condition,47_filler,100,
154,Default Condition,42_filler,0,
154,Default Condition,37_filler,100,
154,Default Condition,15_2,0,
154,Default Condition,54_filler,100,
154,Default Condition,1_2,0,
154,Default Condition,25_2,0,
154,Default Condition,50_filler,0,
154,Default Condition,12_2,0,
154,Default Condition,53_filler,100,
154,Default Condition,27_2,14,
154,Default Condition,9_2,70,
154,Default Condition,16_2,70,
154,Default Condition,34_filler,0,
154,Default Condition,19_2,84,
154,Default Condition,8_2,0,
154,Default Condition,13_2,33,
154,Default Condition,24_2,0,
154,Default Condition,26_2,5,
154,Default Condition,6_2,23,
154,Default Condition,39_filler,100,
154,Default Condition,18_2,0,
154,Default Condition,31_2,0,
154,Default Condition,5_2,4,
154,Default Condition,17_2,0,
154,Default Condition,40_filler,100,
154,Default Condition,3_2,0,
154,Default Condition,52_filler,0,
154,Default Condition,46_filler,100,
154,Default Condition,29_2,0,
154,Default Condition,43_filler,0,
154,Default Condition,4_2,0,
154,Default Condition,51_filler,0,
154,Default Condition,49_filler,0,
154,Default Condition,48_filler,100,
154,Default Condition,33_filler,0,
154,Default Condition,21_2,0,
154,Default Condition,11_2,0,
154,Default Condition,41_filler,0,
154,Default Condition,30_2,10,
154,Default Condition,14_2,63,
154,Default Condition,10_2,28,
154,Default Condition,23_2,0,
154,Default Condition,20_2,0,
154,Default Condition,32_2,56,
154,Default Condition,28_2,0,
154,Default Condition,38_filler,100,
154,Default Condition,2_2,0,
154,Default Condition,7_2,0,
154,Default Condition,22_2,0,
193,Default Condition,33_filler,0,
193,Default Condition,31_2,49,
193,Default Condition,53_filler,95,
193,Default Condition,22_2,4,
193,Default Condition,9_2,16,
193,Default Condition,51_filler,0,
193,Default Condition,16_2,19,
193,Default Condition,8_2,34,
193,Default Condition,24_2,5,
193,Default Condition,13_2,3,
193,Default Condition,17_2,5,
193,Default Condition,12_2,49,
193,Default Condition,49_filler,0,
193,Default Condition,11_2,0,
193,Default Condition,6_2,56,
193,Default Condition,20_2,56,
193,Default Condition,48_filler,100,
193,Default Condition,15_2,58,
193,Default Condition,32_2,43,
193,Default Condition,30_2,74,
193,Default Condition,26_2,21,
193,Default Condition,47_filler,100,
193,Default Condition,40_filler,100,
193,Default Condition,50_filler,0,
193,Default Condition,10_2,76,
193,Default Condition,29_2,11,
193,Default Condition,5_2,14,
193,Default Condition,46_filler,100,
193,Default Condition,14_2,68,
193,Default Condition,3_2,0,
193,Default Condition,39_filler,0,
193,Default Condition,42_filler,0,
193,Default Condition,25_2,0,
193,Default Condition,4_2,71,
193,Default Condition,2_2,27,
193,Default Condition,18_2,15,
193,Default Condition,38_filler,100,
193,Default Condition,19_2,95,
193,Default Condition,27_2,88,
193,Default Condition,54_filler,100,
193,Default Condition,28_2,17,
193,Default Condition,34_filler,0,
193,Default Condition,43_filler,0,
193,Default Condition,7_2,5,
193,Default Condition,41_filler,0,
193,Default Condition,37_filler,100,
193,Default Condition,1_2,60,
193,Default Condition,23_2,3,
193,Default Condition,21_2,72,
193,Default Condition,52_filler,0,
120,Default Condition,32_3,0,
120,Default Condition,45_filler,100,
120,Default Condition,21_3,50,
120,Default Condition,38_filler,100,
120,Default Condition,52_filler,0,
120,Default Condition,11_3,0,
120,Default Condition,55_filler,100,
120,Default Condition,40_filler,100,
120,Default Condition,14_3,40,
120,Default Condition,9_3,67,
120,Default Condition,6_3,0,
120,Default Condition,15_3,100,
120,Default Condition,37_filler,100,
120,Default Condition,44_filler,94,
120,Default Condition,17_3,80,
120,Default Condition,28_3,83,
120,Default Condition,25_3,14,
120,Default Condition,13_3,0,
120,Default Condition,54_filler,100,
120,Default Condition,24_3,16,
120,Default Condition,3_3,0,
120,Default Condition,29_3,0,
120,Default Condition,4_3,0,
120,Default Condition,43_filler,0,
120,Default Condition,2_3,0,
120,Default Condition,33_filler,0,
120,Default Condition,47_filler,100,
120,Default Condition,5_3,0,
120,Default Condition,36_filler,0,
120,Default Condition,27_3,0,
120,Default Condition,22_3,65,
120,Default Condition,34_filler,0,
120,Default Condition,46_filler,100,
120,Default Condition,10_3,71,
120,Default Condition,53_filler,100,
120,Default Condition,12_3,18,
120,Default Condition,49_filler,0,
120,Default Condition,48_filler,100,
120,Default Condition,56_filler,100,
120,Default Condition,20_3,100,
120,Default Condition,39_filler,100,
120,Default Condition,16_3,77,
120,Default Condition,8_3,73,
120,Default Condition,41_filler,0,
120,Default Condition,31_3,84,
120,Default Condition,23_3,80,
120,Default Condition,7_3,85,
120,Default Condition,18_3,0,
120,Default Condition,50_filler,0,
120,Default Condition,42_filler,0,
120,Default Condition,26_3,49,
120,Default Condition,51_filler,0,
120,Default Condition,1_3,66,
120,Default Condition,19_3,86,
120,Default Condition,35_filler,0,
120,Default Condition,30_3,73,
194,Default Condition,21_2,0,
194,Default Condition,41_filler,0,
194,Default Condition,2_2,31,
194,Default Condition,48_filler,100,
194,Default Condition,18_2,0,
194,Default Condition,14_2,91,
194,Default Condition,8_2,25,
194,Default Condition,16_2,0,
194,Default Condition,10_2,82,
194,Default Condition,33_filler,0,
194,Default Condition,11_2,24,
194,Default Condition,39_filler,100,
194,Default Condition,42_filler,0,
194,Default Condition,22_2,88,
194,Default Condition,52_filler,0,
194,Default Condition,1_2,1,
194,Default Condition,34_filler,0,
194,Default Condition,40_filler,100,
194,Default Condition,9_2,100,
194,Default Condition,49_filler,0,
194,Default Condition,46_filler,100,
194,Default Condition,43_filler,0,
194,Default Condition,19_2,100,
194,Default Condition,6_2,81,
194,Default Condition,27_2,80,
194,Default Condition,28_2,15,
194,Default Condition,5_2,74,
194,Default Condition,37_filler,100,
194,Default Condition,3_2,14,
194,Default Condition,53_filler,100,
194,Default Condition,13_2,79,
194,Default Condition,4_2,1,
194,Default Condition,26_2,45,
194,Default Condition,24_2,59,
194,Default Condition,38_filler,100,
194,Default Condition,7_2,60,
194,Default Condition,50_filler,0,
194,Default Condition,15_2,94,
194,Default Condition,51_filler,0,
194,Default Condition,30_2,66,
194,Default Condition,12_2,22,
194,Default Condition,29_2,28,
194,Default Condition,32_2,28,
194,Default Condition,47_filler,100,
194,Default Condition,20_2,73,
194,Default Condition,17_2,1,
194,Default Condition,54_filler,100,
194,Default Condition,31_2,50,
194,Default Condition,23_2,5,
194,Default Condition,25_2,7,
145,Default Condition,22_4,41,
145,Default Condition,54_filler,100,
145,Default Condition,12_4,10,
145,Default Condition,23_4,0,
145,Default Condition,47_filler,100,
145,Default Condition,14_4,61,
145,Default Condition,7_4,29,
145,Default Condition,31_4,0,
145,Default Condition,15_4,0,
145,Default Condition,48_filler,100,
145,Default Condition,41_filler,0,
145,Default Condition,8_4,8,
145,Default Condition,16_4,19,
145,Default Condition,20_4,1,
145,Default Condition,40_filler,100,
145,Default Condition,39_filler,100,
145,Default Condition,28_4,1,
145,Default Condition,52_filler,0,
145,Default Condition,42_filler,0,
145,Default Condition,3_4,0,
145,Default Condition,1_4,0,
145,Default Condition,6_4,90,
145,Default Condition,43_filler,0,
145,Default Condition,32_4,53,
145,Default Condition,34_filler,1,
145,Default Condition,27_4,66,
145,Default Condition,46_filler,100,
145,Default Condition,21_4,0,
145,Default Condition,50_filler,0,
145,Default Condition,5_4,47,
145,Default Condition,29_4,0,
145,Default Condition,38_filler,100,
145,Default Condition,26_4,35,
145,Default Condition,33_filler,0,
145,Default Condition,24_4,0,
145,Default Condition,10_4,17,
145,Default Condition,11_4,0,
145,Default Condition,4_4,0,
145,Default Condition,13_4,0,
145,Default Condition,18_4,0,
145,Default Condition,51_filler,0,
145,Default Condition,2_4,0,
145,Default Condition,17_4,0,
145,Default Condition,53_filler,100,
145,Default Condition,9_4,93,
145,Default Condition,30_4,94,
145,Default Condition,19_4,99,
145,Default Condition,25_4,0,
145,Default Condition,49_filler,0,
145,Default Condition,37_filler,100,
164,Default Condition,15_2,20,
164,Default Condition,6_2,19,
164,Default Condition,11_2,11,
164,Default Condition,31_2,17,
164,Default Condition,25_2,11,
164,Default Condition,26_2,4,
164,Default Condition,53_filler,100,
164,Default Condition,54_filler,100,
164,Default Condition,43_filler,0,
164,Default Condition,18_2,4,
164,Default Condition,4_2,38,
164,Default Condition,9_2,62,
164,Default Condition,32_2,15,
164,Default Condition,47_filler,100,
164,Default Condition,8_2,29,
164,Default Condition,7_2,32,
164,Default Condition,10_2,65,
164,Default Condition,49_filler,0,
164,Default Condition,16_2,62,
164,Default Condition,46_filler,100,
164,Default Condition,20_2,60,
164,Default Condition,30_2,12,
164,Default Condition,23_2,15,
164,Default Condition,2_2,30,
164,Default Condition,12_2,21,
164,Default Condition,19_2,74,
164,Default Condition,52_filler,0,
164,Default Condition,22_2,14,
164,Default Condition,27_2,73,
164,Default Condition,21_2,60,
164,Default Condition,34_filler,0,
164,Default Condition,14_2,71,
164,Default Condition,51_filler,0,
164,Default Condition,38_filler,100,
164,Default Condition,13_2,10,
164,Default Condition,3_2,15,
164,Default Condition,29_2,18,
164,Default Condition,24_2,16,
164,Default Condition,28_2,59,
164,Default Condition,1_2,12,
164,Default Condition,41_filler,0,
164,Default Condition,33_filler,0,
164,Default Condition,17_2,12,
164,Default Condition,40_filler,100,
164,Default Condition,48_filler,100,
164,Default Condition,42_filler,0,
164,Default Condition,39_filler,100,
164,Default Condition,5_2,70,
164,Default Condition,37_filler,100,
164,Default Condition,50_filler,0,
170,Default Condition,51_filler,0,
170,Default Condition,8_3,0,
170,Default Condition,21_3,0,
170,Default Condition,31_3,0,
170,Default Condition,27_3,0,
170,Default Condition,16_3,2,
170,Default Condition,3_3,0,
170,Default Condition,47_filler,100,
170,Default Condition,18_3,0,
170,Default Condition,7_3,0,
170,Default Condition,39_filler,100,
170,Default Condition,29_3,0,
170,Default Condition,17_3,0,
170,Default Condition,20_3,0,
170,Default Condition,10_3,0,
170,Default Condition,6_3,0,
170,Default Condition,49_filler,0,
170,Default Condition,38_filler,100,
170,Default Condition,4_3,0,
170,Default Condition,40_filler,100,
170,Default Condition,37_filler,100,
170,Default Condition,5_3,0,
170,Default Condition,24_3,0,
170,Default Condition,43_filler,0,
170,Default Condition,41_filler,0,
170,Default Condition,19_3,0,
170,Default Condition,23_3,20,
170,Default Condition,28_3,22,
170,Default Condition,46_filler,100,
170,Default Condition,25_3,24,
170,Default Condition,42_filler,23,
170,Default Condition,11_3,20,
170,Default Condition,13_3,17,
170,Default Condition,54_filler,100,
170,Default Condition,22_3,17,
170,Default Condition,33_filler,0,
170,Default Condition,34_filler,0,
170,Default Condition,15_3,17,
170,Default Condition,12_3,17,
170,Default Condition,9_3,16,
170,Default Condition,32_3,18,
170,Default Condition,53_filler,100,
170,Default Condition,50_filler,0,
170,Default Condition,26_3,17,
170,Default Condition,30_3,16,
170,Default Condition,48_filler,100,
170,Default Condition,2_3,17,
170,Default Condition,52_filler,0,
170,Default Condition,14_3,21,
170,Default Condition,1_3,21,
153,Default Condition,1_3,2,
153,Default Condition,32_3,2,
153,Default Condition,25_3,10,
153,Default Condition,40_filler,100,
153,Default Condition,3_3,4,
153,Default Condition,39_filler,100,
153,Default Condition,20_3,11,
153,Default Condition,7_3,12,
153,Default Condition,33_filler,9,
153,Default Condition,30_3,11,
153,Default Condition,4_3,3,
153,Default Condition,5_3,7,
153,Default Condition,49_filler,8,
153,Default Condition,22_3,7,
153,Default Condition,6_3,10,
153,Default Condition,19_3,4,
153,Default Condition,13_3,5,
153,Default Condition,53_filler,100,
153,Default Condition,27_3,3,
153,Default Condition,41_filler,93,
153,Default Condition,42_filler,6,
153,Default Condition,9_3,4,
153,Default Condition,2_3,6,
153,Default Condition,11_3,6,
153,Default Condition,50_filler,96,
153,Default Condition,52_filler,90,
153,Default Condition,38_filler,100,
153,Default Condition,23_3,4,
153,Default Condition,12_3,3,
153,Default Condition,10_3,4,
153,Default Condition,54_filler,100,
153,Default Condition,24_3,4,
153,Default Condition,17_3,5,
153,Default Condition,26_3,3,
153,Default Condition,18_3,2,
153,Default Condition,29_3,4,
153,Default Condition,37_filler,100,
153,Default Condition,14_3,0,
153,Default Condition,21_3,1,
153,Default Condition,16_3,3,
153,Default Condition,34_filler,98,
153,Default Condition,28_3,4,
153,Default Condition,48_filler,100,
153,Default Condition,8_3,2,
153,Default Condition,15_3,1,
153,Default Condition,51_filler,94,
153,Default Condition,43_filler,96,
153,Default Condition,47_filler,100,
153,Default Condition,31_3,1,
153,Default Condition,46_filler,100,
176,Default Condition,11_3,0,
176,Default Condition,14_3,50,
176,Default Condition,12_3,41,
176,Default Condition,34_filler,0,
176,Default Condition,54_filler,100,
176,Default Condition,30_3,47,
176,Default Condition,10_3,50,
176,Default Condition,17_3,40,
176,Default Condition,40_filler,100,
176,Default Condition,46_filler,100,
176,Default Condition,23_3,19,
176,Default Condition,13_3,46,
176,Default Condition,31_3,59,
176,Default Condition,8_3,48,
176,Default Condition,42_filler,0,
176,Default Condition,5_3,44,
176,Default Condition,22_3,69,
176,Default Condition,24_3,64,
176,Default Condition,7_3,66,
176,Default Condition,19_3,78,
176,Default Condition,26_3,44,
176,Default Condition,50_filler,0,
176,Default Condition,29_3,43,
176,Default Condition,25_3,2,
176,Default Condition,2_3,63,
176,Default Condition,32_3,72,
176,Default Condition,9_3,65,
176,Default Condition,6_3,10,
176,Default Condition,53_filler,81,
176,Default Condition,43_filler,0,
176,Default Condition,38_filler,96,
176,Default Condition,33_filler,0,
176,Default Condition,20_3,62,
176,Default Condition,51_filler,0,
176,Default Condition,37_filler,100,
176,Default Condition,16_3,62,
176,Default Condition,3_3,34,
176,Default Condition,15_3,77,
176,Default Condition,28_3,89,
176,Default Condition,4_3,60,
176,Default Condition,52_filler,0,
176,Default Condition,18_3,6,
176,Default Condition,47_filler,100,
176,Default Condition,1_3,38,
176,Default Condition,48_filler,100,
176,Default Condition,41_filler,0,
176,Default Condition,27_3,71,
176,Default Condition,49_filler,0,
176,Default Condition,21_3,73,
176,Default Condition,39_filler,100,
196,Default Condition,27_1,43,
196,Default Condition,38_filler,89,
196,Default Condition,1_1,30,
196,Default Condition,42_filler,2,
196,Default Condition,30_1,66,
196,Default Condition,43_filler,7,
196,Default Condition,11_1,45,
196,Default Condition,7_1,46,
196,Default Condition,47_filler,85,
196,Default Condition,22_1,37,
196,Default Condition,29_1,32,
196,Default Condition,50_filler,12,
196,Default Condition,12_1,39,
196,Default Condition,37_filler,93,
196,Default Condition,6_1,75,
196,Default Condition,33_filler,9,
196,Default Condition,4_1,29,
196,Default Condition,52_filler,7,
196,Default Condition,14_1,46,
196,Default Condition,32_1,39,
196,Default Condition,13_1,25,
196,Default Condition,26_1,40,
196,Default Condition,3_1,30,
196,Default Condition,25_1,24,
196,Default Condition,53_filler,81,
196,Default Condition,40_filler,80,
196,Default Condition,2_1,34,
196,Default Condition,46_filler,82,
196,Default Condition,19_1,42,
196,Default Condition,34_filler,6,
196,Default Condition,49_filler,33,
196,Default Condition,17_1,27,
196,Default Condition,48_filler,77,
196,Default Condition,9_1,39,
196,Default Condition,18_1,27,
196,Default Condition,10_1,31,
196,Default Condition,20_1,33,
196,Default Condition,15_1,26,
196,Default Condition,41_filler,9,
196,Default Condition,8_1,30,
196,Default Condition,23_1,21,
196,Default Condition,16_1,37,
196,Default Condition,5_1,26,
196,Default Condition,39_filler,89,
196,Default Condition,51_filler,13,
196,Default Condition,24_1,29,
196,Default Condition,54_filler,92,
196,Default Condition,31_1,30,
196,Default Condition,28_1,36,
196,Default Condition,21_1,35,
155,Default Condition,22_2,44,
155,Default Condition,33_filler,0,
155,Default Condition,47_filler,100,
155,Default Condition,19_2,94,
155,Default Condition,40_filler,100,
155,Default Condition,26_2,55,
155,Default Condition,41_filler,0,
155,Default Condition,21_2,46,
155,Default Condition,29_2,48,
155,Default Condition,5_2,45,
155,Default Condition,37_filler,100,
155,Default Condition,16_2,65,
155,Default Condition,30_2,46,
155,Default Condition,2_2,50,
155,Default Condition,7_2,38,
155,Default Condition,31_2,11,
155,Default Condition,23_2,3,
155,Default Condition,4_2,3,
155,Default Condition,54_filler,100,
155,Default Condition,38_filler,100,
155,Default Condition,6_2,0,
155,Default Condition,43_filler,0,
155,Default Condition,11_2,22,
155,Default Condition,51_filler,0,
155,Default Condition,10_2,89,
155,Default Condition,15_2,83,
155,Default Condition,48_filler,100,
155,Default Condition,14_2,85,
155,Default Condition,34_filler,0,
155,Default Condition,32_2,68,
155,Default Condition,3_2,66,
155,Default Condition,13_2,24,
155,Default Condition,52_filler,0,
155,Default Condition,8_2,31,
155,Default Condition,25_2,0,
155,Default Condition,49_filler,0,
155,Default Condition,20_2,72,
155,Default Condition,17_2,33,
155,Default Condition,12_2,50,
155,Default Condition,28_2,55,
155,Default Condition,42_filler,0,
155,Default Condition,39_filler,100,
155,Default Condition,53_filler,100,
155,Default Condition,46_filler,100,
155,Default Condition,18_2,8,
155,Default Condition,27_2,50,
155,Default Condition,1_2,14,
155,Default Condition,50_filler,0,
155,Default Condition,24_2,54,
155,Default Condition,9_2,40,
185,Default Condition,39_filler,100,
185,Default Condition,33_filler,0,
185,Default Condition,31_2,32,
185,Default Condition,1_2,20,
185,Default Condition,23_2,52,
185,Default Condition,50_filler,0,
185,Default Condition,40_filler,100,
185,Default Condition,37_filler,100,
185,Default Condition,29_2,43,
185,Default Condition,17_2,39,
185,Default Condition,42_filler,0,
185,Default Condition,51_filler,0,
185,Default Condition,21_2,26,
185,Default Condition,38_filler,100,
185,Default Condition,13_2,45,
185,Default Condition,14_2,32,
185,Default Condition,43_filler,0,
185,Default Condition,19_2,57,
185,Default Condition,6_2,52,
185,Default Condition,53_filler,100,
185,Default Condition,24_2,35,
185,Default Condition,54_filler,100,
185,Default Condition,46_filler,100,
185,Default Condition,26_2,44,
185,Default Condition,15_2,48,
185,Default Condition,22_2,39,
185,Default Condition,49_filler,0,
185,Default Condition,34_filler,0,
185,Default Condition,30_2,48,
185,Default Condition,5_2,42,
185,Default Condition,3_2,12,
185,Default Condition,18_2,42,
185,Default Condition,27_2,55,
185,Default Condition,47_filler,100,
185,Default Condition,28_2,36,
185,Default Condition,7_2,32,
185,Default Condition,32_2,57,
185,Default Condition,12_2,56,
185,Default Condition,2_2,41,
185,Default Condition,11_2,17,
185,Default Condition,10_2,56,
185,Default Condition,41_filler,0,
